,Tire,abs(slope) * 1000
0,Hoosier_18x6.0-10_LCO_6,0.45617927166723427
1,Hoosier_18x6.0-10_LCO_7,0.319281465007285
2,Hoosier_18x6.0-10_R20_6,0.2647542830575297
3,Hoosier_18x6.0-10_R20_7,0.2867046437161189
